id,value,feed_id,created_at,lat,lon,ele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97C151G6SEVGEMFP27JSCXT;-163.238739;2555202;29/06/2023;15:57:51;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97D5ZYYWKKTX0FPJB0E2P8T;-243.972046;2555202;29/06/2023;15:59:52;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97MXW68YN209BXCVR90A2KS;0;2555202;29/06/2023;16:13:24;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97NHH1PQRXP1T4TP68YXC7Y;0;2555202;29/06/2023;16:14:29;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97P567PWPRGA1E2GDZPGFY5;0;2555202;29/06/2023;16:15:33;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97W92P6DH4TK6G6N9EKPAAK;0;2555202;29/06/2023;16:26:15;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7G24SWSTQH4DE29RVK6TQN;0.002874;2555202;4/07/2023;15:23:11;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7GTKZ6KPBYZR1KKY76RN5M;0;2555202;4/07/2023;15:24:31;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7HEGZQ5PR4S1WKQZD7C14T;0.00125;2555202;4/07/2023;15:25:36;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7J6YT45QPGAHRQJX22JR77;0;2555202;4/07/2023;15:26:56;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7JZDQW7WZYDCWSG60HAFJ6;0.00125;2555202;4/07/2023;15:28:16;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7KR10N1DDHB1GMCZYFQ9N6;0;2555202;4/07/2023;15:29:37;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7MGK22KN7ZCMGQR8CFJB1Y;0;2555202;4/07/2023;15:30:57;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7N920QWRPC5E3JBR14HFHX;0;2555202;4/07/2023;15:32:18;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7P1J0739EHEFWEN8DK5QVR;0.00368;2555202;4/07/2023;15:33:38;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7PP57R7G6AENHYDPM3Q4P5;0;2555202;4/07/2023;15:34:45;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QH3X2PWMX6CN7WK6VGFAV;0;2555202;4/07/2023;15:36:14;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QJ7XK50ZSEVW3P3PRGMBV;0;2555202;4/07/2023;15:36:17;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QKF16G8TTV98YX2PTYRTM;0;2555202;4/07/2023;15:36:21;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QMKZ170YARXXNSJDQXK8T;0;2555202;4/07/2023;15:36:25;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QNT2F281V417H35SWSW01;0;2555202;4/07/2023;15:36:29;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QQ1RFV1EFE6F4NZ1XETH8;0;2555202;4/07/2023;15:36:33;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QR6TXF928Z9QCJQKGQNSC;0;2555202;4/07/2023;15:36:37;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7TXHNRM01ZK4DKW6NC8101;0;2555202;4/07/2023;15:42:09;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7V3E2M2SFS26WMF5EEQ0FD;0;2555202;4/07/2023;15:42:28;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7V98Z3RTN343YM27K9CBSG;0;2555202;4/07/2023;15:42:47;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7VF351PSVTMY12YE5FPQSY;0.021312;2555202;4/07/2023;15:43:06;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7VMX3K7ZFPHTJ1DTEBJ7D2;0.025376;2555202;4/07/2023;15:43:26;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7VTSB18QG56GN3VXTXFVGH;0.013989;2555202;4/07/2023;15:43:45;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7W0K9ZJD74BTJHYKTZ5207;0.013149;2555202;4/07/2023;15:44:04;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7W6CYRWZ6DN9M7J4H0BZSW;0.020131;2555202;4/07/2023;15:44:23;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7WC936FQ520P1024ANN21E;0.020416;2555202;4/07/2023;15:44:42;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7WJ43W17KMBMS68H82HDAV;0;2555202;4/07/2023;15:45:01;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7WR80GBGFADEVP0FADY1R5;0;2555202;4/07/2023;15:45:21;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7WY2Z08HE9H5XHNXEMBSCT;0.016181;2555202;4/07/2023;15:45:40;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7X3WB3QJEE5Z9DKKR8MGMK;0.013683;2555202;4/07/2023;15:45:59;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7X9NXRBBDG92WZY4ANYHSX;0;2555202;4/07/2023;15:46:18;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7XFFWGV7187HVQ2VJ83MVZ;0;2555202;4/07/2023;15:46:37;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7XNA25MMAP6YK3YK67P8S1;0;2555202;4/07/2023;15:46:57;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7XV4H778R6Y76FPW0EVWNF;0;2555202;4/07/2023;15:47:16;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7Y0XZEVABNYT8HCAZ1QZGV;0;2555202;4/07/2023;15:47:35;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
