id,value,feed_id,created_at,lat,lon,ele;;;;;;;;;;;;;;;;;;;;;;;;
0FB97C152NAYZXW8T78PGE6RWJ;0;2554801;29/06/2023;15:57:51;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97D600VS1F7MMWTRBS3C529;0;2554801;29/06/2023;15:59:52;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97MXWB3GNE57G8FAESQFA28;0;2554801;29/06/2023;16:13:24;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97NHH3TYP4YHZ2MNTQT7VHG;0;2554801;29/06/2023;16:14:29;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97P564VBWMY9FMH47N3VFA4;0;2554801;29/06/2023;16:15:33;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97W92MKFSAQWBDS1CJFCPN5;0;2554801;29/06/2023;16:26:15;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7G24V75SQ4YPE7QXA3P7X7;11;2554801;4/07/2023;15:23:11;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7GTKSFZJY8X3T42HE5VWCD;11;2554801;4/07/2023;15:24:31;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7HEGZ1NKYW3FZD0MN7TV34;10;2554801;4/07/2023;15:25:36;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7J6YS1HVRDYBZ23VAPYKHR;10;2554801;4/07/2023;15:26:56;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7JZDSQ6ZBSRN5BY4DJ3XW7;10;2554801;4/07/2023;15:28:16;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7KR11N4ZE7YJJ91K1AZTB2;11;2554801;4/07/2023;15:29:37;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7MGJZ7K1T609XW8EDMVETF;10;2554801;4/07/2023;15:30:57;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7N920SP8305T7QJNDWPCVB;10;2554801;4/07/2023;15:32:18;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7P1HXXZGC34P2ZVF483ZM3;10;2554801;4/07/2023;15:33:38;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7PP53NN78R32G483QQA9DG;0;2554801;4/07/2023;15:34:45;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QH3T9T666JF360M5NVVQG;10;2554801;4/07/2023;15:36:14;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QJ8239CS087KADYHNVB1R;10;2554801;4/07/2023;15:36:17;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QKF15P66RXE1VQ12C4P78;10;2554801;4/07/2023;15:36:21;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QMKT3ZZT9CVXD1WE0D8XY;10;2554801;4/07/2023;15:36:25;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QNSWG71HJTRKXKW0S2D77;10;2554801;4/07/2023;15:36:29;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QQ13T1XG7FA71QD24AA9P;10;2554801;4/07/2023;15:36:33;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QR720DM185E70F9X0HRTS;10;2554801;4/07/2023;15:36:37;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7TXJ1BH9BE6QYPEVT95BCJ;10;2554801;4/07/2023;15:42:09;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7V3DZKNHFVCK11C8WJNND4;10;2554801;4/07/2023;15:42:28;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7V98TD8VVDG0571MZGAMQB;10;2554801;4/07/2023;15:42:47;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7VF34J32YRQPZPP7BD799F;1792;2554801;4/07/2023;15:43:06;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7VMX95RHGQ04PP5M27RKJ8;8;2554801;4/07/2023;15:43:26;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7VTS82A5AMC6S0237BBCJS;9;2554801;4/07/2023;15:43:45;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7W0K7E3XQ9MX7ZG14B2FMR;5120;2554801;4/07/2023;15:44:04;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7W6D2WGS0J3NMGFYBVJ5TX;2048;2554801;4/07/2023;15:44:23;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7WC9320AXS05K9GQZV0BKR;10;2554801;4/07/2023;15:44:42;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7WJ40G1YJB5XPN1D8V2MPQ;9;2554801;4/07/2023;15:45:01;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7WR7WHQ2KC73XVDMHN4E2E;5120;2554801;4/07/2023;15:45:21;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7WY2XYYTN5ZADP6E7W7WM0;1792;2554801;4/07/2023;15:45:40;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7X3WCH42JZGP2FF6N8DD93;8;2554801;4/07/2023;15:45:59;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7X9NY5ZVJV219ETG6591A4;9;2554801;4/07/2023;15:46:18;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7XFFYJR36R17M70SJJ5NWW;8;2554801;4/07/2023;15:46:37;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7XN9XRPD8ZKB2F32C8D245;10;2554801;4/07/2023;15:46:57;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7XV4ETYV0X5HJZZHGG9NR7;10;2554801;4/07/2023;15:47:16;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7Y0XXHGCRXK46PV5EZ1XR4;10;2554801;4/07/2023;15:47:35;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7Y6QYYZM0MRW6QSTWSNS1K;7;2554801;4/07/2023;15:47:54;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7YCKW564D127P5R8QGDXK6;9;2554801;4/07/2023;15:48:13;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7YJT3Z2ZNTW8FFP9SWWNEG;10;2554801;4/07/2023;15:48:33;UTC;0;0;0;;;;;;;;;;;;;;;;
