id,value,feed_id,created_at,lat,lon,ele;;;;;;;;;;;;;;;;;;;;;;;;
0FB97C15040VPJKG1E9HA1A8MW;0;2554800;29/06/2023;15:57:51;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97D5ZXRYTSGRC5XNGBESPZH;0;2554800;29/06/2023;15:59:52;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97MXWCXX0FEVFQ48YTGX10P;0;2554800;29/06/2023;16:13:24;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97NHH2XWMZ4MASDD6E27JWB;0;2554800;29/06/2023;16:14:29;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97P562V3XYZ34TBT76XSJSR;0;2554800;29/06/2023;16:15:33;UTC;0;0;0;;;;;;;;;;;;;;;;
0FB97W92MCZ0PR6KJWZ4FEGQXJ;0;2554800;29/06/2023;16:26:15;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7G24SHDKPV4ACS1EGH8K27;8;2554800;4/07/2023;15:23:11;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7GTM2X03Y3XB5VEF4YFYT1;8;2554800;4/07/2023;15:24:31;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7HEGX9ZF0X54D3YTMKRQX8;8;2554800;4/07/2023;15:25:36;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7J6YTNE2BRMKFFJPYX82GD;8;2554800;4/07/2023;15:26:56;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7JZDRE0WD6WPWKXP13SZYR;8;2554800;4/07/2023;15:28:16;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7KR0XN1MWS8BV54PE6FDR6;8;2554800;4/07/2023;15:29:37;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7MGJYW6R2N05MH6YVG1YE0;8;2554800;4/07/2023;15:30:57;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7N9211M4GEJBAWK5Q5QXQG;8;2554800;4/07/2023;15:32:18;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7P1HV990MJFQGFP6XXZ88T;8;2554800;4/07/2023;15:33:38;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7PP4S90X6KEZKY8RMDEYR5;0;2554800;4/07/2023;15:34:45;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QH3ST81EE097ECN5XVVYC;8;2554800;4/07/2023;15:36:14;UTC;0;0;0;;;;;;;;;;;;;;;;
0FBD7QJ7V2TKSCK2Y6CSMTJWZV;8;2554800;4/07/2023;15:36:17;UTC;0;0;0;;;;;;;;;;;;;;;;
