id,value,feed_id,created_at,lat,lon,ele;;;;;;;;;;;;
0FBSF11A53PMJEJWP80QSXCNMG;27.1639;2542474;19/07/2023;20:19:09;UTC;0;0;0;;;;
0FBSF2CHVKEZX4HV0APTNM5ESP;26.852873;2542474;19/07/2023;20:21:30;UTC;0;0;0;;;;
0FBSF3Y174Q3W3AYGF2SCHFPH8;26.927946;2542474;19/07/2023;20:24:13;UTC;0;0;0;;;;
0FBSF59E1454CAC87AQGQRX698;26.874319;2542474;19/07/2023;20:26:35;UTC;0;0;0;;;;
0FBSF6MQRMVZ1J5CS5DW9V8BKK;26.917219;2542474;19/07/2023;20:28:57;UTC;0;0;0;;;;
0FBSF801YWXZM7SEJVGDQ0VEHT;26.863592;2542474;19/07/2023;20:31:19;UTC;0;0;0;;;;
0FBSFAXA3BHHTTAP1HQ04RX9PP;27.936102;2542474;19/07/2023;20:36:24;UTC;0;0;0;;;;
0FBSFC8M002PM50PG58KVSP5CB;27.560728;2542474;19/07/2023;20:38:46;UTC;0;0;0;;;;
0FBSFDKWC1RQY0C7ZQYC758MTT;27.807402;2542474;19/07/2023;20:41:08;UTC;0;0;0;;;;
0FBSFEZPE0K0P1Z02QZ04SBZ3C;27.968283;2542474;19/07/2023;20:43:31;UTC;0;0;0;;;;
0FBSFG0Y0K3W5NGZKDYAF8WDTJ;27.667974;2542474;19/07/2023;20:45:20;UTC;0;0;0;;;;
0FBSFHC6A8F1913C4QZJMJAVVA;27.442755;2542474;19/07/2023;20:47:42;UTC;0;0;0;;;;
0FBSFJRCGDD1P9K3N5TAKT8CC2;27.474928;2542474;19/07/2023;20:50:07;UTC;0;0;0;;;;
0FBSFM3MDXKAN7P9NFR30W4R7J;27.324774;2542474;19/07/2023;20:52:29;UTC;0;0;0;;;;
0FBSFNF1SY1TNB65XBNNCDAC7A;27.389128;2542474;19/07/2023;20:54:51;UTC;0;0;0;;;;
0FBSFPTKZCAXFYWK11XQK4TM8Z;27.614355;2542474;19/07/2023;20:57:14;UTC;0;0;0;;;;
0FBSFRD86W1VHJ4X7RZ1GF8E70;28.579611;2542474;19/07/2023;21:00:00;UTC;0;0;0;;;;
0FBSFSRPHRJC9V16XSPCP57CGR;29.705748;2542474;19/07/2023;21:02:22;UTC;0;0;0;;;;
0FBSFV5NPBGDCA5PTR2NNZTRCF;29.641394;2542474;19/07/2023;21:04:49;UTC;0;0;0;;;;
0FBSFWGR1MZ6CNV7MKF4ZRKQ52;30.006048;2542474;19/07/2023;21:07:10;UTC;0;0;0;;;;
0FBSFYENDTMB2JRVCZ021RFST2;29.834448;2542474;19/07/2023;21:10:33;UTC;0;0;0;;;;
0FBSG22J776PHERSGQN4S3JF37;29.652121;2542474;19/07/2023;21:16:53;UTC;0;0;0;;;;
0FBSG3DW26FXANXJGVK01CVRCB;29.22312;2542474;19/07/2023;21:19:15;UTC;0;0;0;;;;
0FBSG4S7ZPW6H607TYPTP0Z1VH;28.987165;2542474;19/07/2023;21:21:37;UTC;0;0;0;;;;
0FBSG64MW7ZR5G9MGZBA6GP0VQ;29.362547;2542474;19/07/2023;21:23:59;UTC;0;0;0;;;;
0FBSG7FW02R4F4C081YDK8182D;29.426893;2542474;19/07/2023;21:26:21;UTC;0;0;0;;;;
0FBSG8V65CZ3PV8S7N22BMQKGE;29.405447;2542474;19/07/2023;21:28:43;UTC;0;0;0;;;;
0FBSGA72E6NT27TRPTCC659ESC;29.22312;2542474;19/07/2023;21:31:07;UTC;0;0;0;;;;
0FBSGBJE056FWB2GMWQYPBQSZQ;29.148039;2542474;19/07/2023;21:33:29;UTC;0;0;0;;;;
0FBSGCXNZ7EEWWB5853K7HTN4C;29.190939;2542474;19/07/2023;21:35:51;UTC;0;0;0;;;;
0FBSGE8SF9PFFNBHB967Y20W8G;29.233839;2542474;19/07/2023;21:38:12;UTC;0;0;0;;;;
