id,value,feed_id,created_at,lat,lon,ele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSG7FW77EA1CDHHVA3ZQ4NDG;5;2554800;19/07/2023;21:26:21;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSG8V6S2X5PTBRB8PPM9PK4Y;4;2554800;19/07/2023;21:28:43;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGA72QBDMYEFZZJQRFW6RAN;5;2554800;19/07/2023;21:31:07;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGBJEE53EXWXT60CFZFQQX6;4;2554800;19/07/2023;21:33:29;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGCXNYRB00R5DJQ98JX8EW4;4;2554800;19/07/2023;21:35:51;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGE8SFY9YDNZ9RF5CMP1FZA;4;2554800;19/07/2023;21:38:12;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGFM2CTS6D045WWY6KE7ZGY;4;2554800;19/07/2023;21:40:34;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGGZE76MHVGMJNHJBRNFYS6;4;2554800;19/07/2023;21:42:56;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGJARR78904S7P06GJK2MRB;4;2554800;19/07/2023;21:45:18;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGKNT6MA35SZFPFARRMYRQK;5120;2554800;19/07/2023;21:47:39;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGN12CHXAC4P9SRD1SFEHMD;5;2554800;19/07/2023;21:50:01;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGPCC51WACPYRNTW8V2HDDW;4;2554800;19/07/2023;21:52:22;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGQQM81ZNFWK1JSM7H0RDQF;19712;2554800;19/07/2023;21:54:44;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGS2YD88ZPXVBSR6VSW8SBK;5120;2554800;19/07/2023;21:57:06;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGTEA51WQ35M13EJH7K5CJA;4;2554800;19/07/2023;21:59:28;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGVSMA3NJXYWW6W4PGCP55V;4;2554800;19/07/2023;22:01:50;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGX4TGQJZNQC2DC7XAFZG6F;19712;2554800;19/07/2023;22:04:12;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGYG0E5GSVEHG9QAJAGQ6FM;5120;2554800;19/07/2023;22:06:33;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSGZVGHA8995WNDB77TSXDNV;4;2554800;19/07/2023;22:08:56;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSH16P0N8CD7JGFSMR99XTK6;4;2554800;19/07/2023;22:11:17;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSH2J06KVYS379GKRTWDR8EB;19712;2554800;19/07/2023;22:13:39;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSH3X67ACTDY5WQ7DQ50F35H;5120;2554800;19/07/2023;22:16:01;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSH58DZRF49FJYXG254YD7PD;5;2554800;19/07/2023;22:18:22;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBSH6KR89ABYCNY77AF6K68NK;4;2554800;19/07/2023;22:20:44;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
