id,value,feed_id,created_at,lat,lon,ele
0FBD80Z7YNMKY9KP8S3FJSAYNK,34,2555205,2023-07-04 15:52:44 UTC,0.0,0.0,0.0
0FBD8152B6EVKPK5CXXV0ZXM4S,35,2555205,2023-07-04 15:53:03 UTC,0.0,0.0,0.0
0FBD81AWV5Q1PAYQ6RA90MP2H5,36,2555205,2023-07-04 15:53:22 UTC,0.0,0.0,0.0
0FBD81GYWXQ80QHDBATXGPJ2D7,37,2555205,2023-07-04 15:53:42 UTC,0.0,0.0,0.0
0FBD81PSBHF74AJ244B8HJG3BP,38,2555205,2023-07-04 15:54:01 UTC,0.0,0.0,0.0
0FBD81WJYVQHQ4RN123AYW7BVN,39,2555205,2023-07-04 15:54:20 UTC,0.0,0.0,0.0
0FBD822D02HV4M50WWV4DRPBW8,40,2555205,2023-07-04 15:54:39 UTC,0.0,0.0,0.0
0FBD828H1DE2RP4WY2YER37QBZ,41,2555205,2023-07-04 15:54:59 UTC,0.0,0.0,0.0
0FBD82E9809J7GNX8ZM6DSDNMD,42,2555205,2023-07-04 15:55:18 UTC,0.0,0.0,0.0
0FBD82M388X59Q4HZTKFX40PRE,43,2555205,2023-07-04 15:55:37 UTC,0.0,0.0,0.0
0FBD82SW1J4PJYNFR1NM965VS5,44,2555205,2023-07-04 15:55:56 UTC,0.0,0.0,0.0
0FBD82ZRXAX2BYMAJ32QRFP5PC,45,2555205,2023-07-04 15:56:15 UTC,0.0,0.0,0.0
0FBD835H080ZMJFXS0CNWQ8452,46,2555205,2023-07-04 15:56:34 UTC,0.0,0.0,0.0
0FBD83BA1N9G7BMPYQD0ZTNNAS,47,2555205,2023-07-04 15:56:53 UTC,0.0,0.0,0.0
0FBD83H399JZYPA335DR87M2SG,48,2555205,2023-07-04 15:57:12 UTC,0.0,0.0,0.0
0FBD83PX1Q66P0F6MY57K2XGYT,49,2555205,2023-07-04 15:57:31 UTC,0.0,0.0,0.0
0FBD83WY2146XY825648M5AVM4,50,2555205,2023-07-04 15:57:51 UTC,0.0,0.0,0.0
0FBD8432393CWZP703J0FK7WDJ,51,2555205,2023-07-04 15:58:11 UTC,0.0,0.0,0.0
0FBD848VZGBSBKE2WF8XRT45A4,52,2555205,2023-07-04 15:58:30 UTC,0.0,0.0,0.0
0FBD84J05KZNM92G7ZC1WH93F9,0,2555205,2023-07-04 15:59:00 UTC,0.0,0.0,0.0
0FBD85AHZC62B4KSZWP4B4734R,428,2555205,2023-07-04 16:00:20 UTC,0.0,0.0,0.0
0FBD863527Z514R1SKYA42RHY6,447,2555205,2023-07-04 16:01:41 UTC,0.0,0.0,0.0
0FBD86VV50HGXD085D4KZ8K57N,421,2555205,2023-07-04 16:03:02 UTC,0.0,0.0,0.0
0FBD87MZ0RJX4YH4NXQ2TEH2RJ,390,2555205,2023-07-04 16:04:24 UTC,0.0,0.0,0.0
0FBD88DV72E34B0DT2DHYWWCMK,446,2555205,2023-07-04 16:05:46 UTC,0.0,0.0,0.0
0FBD896E916PCCMZWXE0TXT9DW,430,2555205,2023-07-04 16:07:06 UTC,0.0,0.0,0.0
0FBD89Z03TQNDPSESH1PF1GN58,435,2555205,2023-07-04 16:08:27 UTC,0.0,0.0,0.0
0FBD8AQJ8K911DE0GYQZMNSYWW,426,2555205,2023-07-04 16:09:47 UTC,0.0,0.0,0.0
0FBD8BG41HEYK4TX70F7SQMZKS,447,2555205,2023-07-04 16:11:08 UTC,0.0,0.0,0.0
0FBD8C8PK4FDXN6X86R9G9SQZK,416,2555205,2023-07-04 16:12:28 UTC,0.0,0.0,0.0
0FBD8D181HD9BHJSDDK5ET1VJX,438,2555205,2023-07-04 16:13:49 UTC,0.0,0.0,0.0
0FBD8DSZBF6MFW13ZG05GCS38G,398,2555205,2023-07-04 16:15:10 UTC,0.0,0.0,0.0
0FBD8EJHEX1N9X52THHD51E7RA,424,2555205,2023-07-04 16:16:30 UTC,0.0,0.0,0.0
0FBD8W2GTWS2RD17XP39CABMS6,0,2555205,2023-07-04 16:40:06 UTC,0.0,0.0,0.0
0FBD8WV4B799KAP7BDDD5W4YR9,425,2555205,2023-07-04 16:41:26 UTC,0.0,0.0,0.0
0FBD8XKQK2HHMYK82FKYNXN637,423,2555205,2023-07-04 16:42:47 UTC,0.0,0.0,0.0
0FBD8YC8PSB37BCPE6F4GFYRA1,415,2555205,2023-07-04 16:44:07 UTC,0.0,0.0,0.0
0FBD8Z4VMBCQXS914QVTYY7GZH,399,2555205,2023-07-04 16:45:28 UTC,0.0,0.0,0.0
0FBD8ZXGAM41D0FJC8J2ASSKT0,433,2555205,2023-07-04 16:46:49 UTC,0.0,0.0,0.0
0FBD90P19MA9KPET5M98V2M4B7,398,2555205,2023-07-04 16:48:09 UTC,0.0,0.0,0.0
0FBD91F1CMXSA5GW5WBA61MTKG,445,2555205,2023-07-04 16:49:31 UTC,0.0,0.0,0.0
0FBD927Q2NC88WBZ5JQEACN3FD,417,2555205,2023-07-04 16:50:52 UTC,0.0,0.0,0.0
0FBD930AC40EWMVD5MZGV735Z5,398,2555205,2023-07-04 16:52:12 UTC,0.0,0.0,0.0
0FBD93S3QW6REJJS33SDJ0H8KB,411,2555205,2023-07-04 16:53:34 UTC,0.0,0.0,0.0
0FBD94HNBRHDSZYWSP58C5FYGK,436,2555205,2023-07-04 16:54:54 UTC,0.0,0.0,0.0
0FBD95A9ZKERSZ1SN1SC6BXV9W,449,2555205,2023-07-04 16:56:15 UTC,0.0,0.0,0.0
0FBD996VZ8JSS4MVF6KXJ0BR30,0,2555205,2023-07-04 17:03:03 UTC,0.0,0.0,0.0
0FBD99ZCNXC2WXAQP1G66Z2N5N,399,2555205,2023-07-04 17:04:23 UTC,0.0,0.0,0.0
0FBD9AQYJ4QKN0TW3JGV4SE7PQ,401,2555205,2023-07-04 17:05:44 UTC,0.0,0.0,0.0
0FBD9BGMV3PF1JA7KTDHY0VVXK,435,2555205,2023-07-04 17:07:05 UTC,0.0,0.0,0.0
0FBD9C96J8YJJXVT9QT2Y02GY1,395,2555205,2023-07-04 17:08:25 UTC,0.0,0.0,0.0
0FBD9D1RGKVGFYF4F6M01VKGB3,394,2555205,2023-07-04 17:09:46 UTC,0.0,0.0,0.0
0FBD9DTMJGGMPV9KXP7V639J6S,431,2555205,2023-07-04 17:11:07 UTC,0.0,0.0,0.0
0FBD9EK9F8CP3D19RMWKW8SH0N,427,2555205,2023-07-04 17:12:28 UTC,0.0,0.0,0.0
0FBD9FBWDD9M2ZEFCGA00FH7ZJ,435,2555205,2023-07-04 17:13:49 UTC,0.0,0.0,0.0
0FBD9G4F8QZ9F1PWDCXHZMBXA1,421,2555205,2023-07-04 17:15:09 UTC,0.0,0.0,0.0
0FBD9GX1KA77TDWSN3ZJCCQMSE,422,2555205,2023-07-04 17:16:30 UTC,0.0,0.0,0.0
0FBD9HNHRF5Z9T8KCXGB15AVK0,423,2555205,2023-07-04 17:17:50 UTC,0.0,0.0,0.0
0FBD9JE3M2CAG786W9359MKHDY,390,2555205,2023-07-04 17:19:10 UTC,0.0,0.0,0.0
0FBD9K6QSEVFPS7R5Q4BRTD6Q0,413,2555205,2023-07-04 17:20:31 UTC,0.0,0.0,0.0
0FBD9KZ9JZJNWN3DG42X2WXRMD,395,2555205,2023-07-04 17:21:52 UTC,0.0,0.0,0.0
0FBD9MQVPBEVPQ4VER560FFVA1,392,2555205,2023-07-04 17:23:12 UTC,0.0,0.0,0.0
0FBDA2QJZAX6YWD90X1806BCP2,0,2555205,2023-07-04 17:47:39 UTC,0.0,0.0,0.0
0FBDA3G50KA1JQW93AA9JP3V0P,427,2555205,2023-07-04 17:49:00 UTC,0.0,0.0,0.0
0FBDA48MVKM6QMP9ETVW2MXZ2G,444,2555205,2023-07-04 17:50:20 UTC,0.0,0.0,0.0
0FBDA5174BQNGBVJN4YY5NWQZC,435,2555205,2023-07-04 17:51:40 UTC,0.0,0.0,0.0
0FBDA5SRZMNG3X7YC2Y5WEABJH,419,2555205,2023-07-04 17:53:01 UTC,0.0,0.0,0.0
0FBDA6JFT7B8AYH1JN75CHT991,419,2555205,2023-07-04 17:54:22 UTC,0.0,0.0,0.0
0FBDA7B21TYKA4NXW4VMZS18XA,432,2555205,2023-07-04 17:55:42 UTC,0.0,0.0,0.0
0FBDA83N04V0XJTH3XSESWREKE,392,2555205,2023-07-04 17:57:03 UTC,0.0,0.0,0.0
0FBDA8W95BFPKHWHTS5ARHE9KE,442,2555205,2023-07-04 17:58:24 UTC,0.0,0.0,0.0
0FBDA9MTV5P5G0JDJK174MCCAA,437,2555205,2023-07-04 17:59:44 UTC,0.0,0.0,0.0
0FBDAADCTZTEMY47S707VTD8MH,433,2555205,2023-07-04 18:01:05 UTC,0.0,0.0,0.0
0FBDAB5ZA2AY4N3Q178A3MM70N,390,2555205,2023-07-04 18:02:25 UTC,0.0,0.0,0.0
0FBDABYM032H2Q70E1C182GVYY,427,2555205,2023-07-04 18:03:46 UTC,0.0,0.0,0.0
0FBDACQ5XFGG94QDTK27JK0C1K,437,2555205,2023-07-04 18:05:06 UTC,0.0,0.0,0.0
0FBDADFR0ETYM36VHV88HQ1YGS,442,2555205,2023-07-04 18:06:27 UTC,0.0,0.0,0.0
0FBDAE8C0QP9HKZJ3R4ZJKS7S1,422,2555205,2023-07-04 18:07:48 UTC,0.0,0.0,0.0
0FBDAXRA2MW4TTM4SJCMWB5NAM,0,2555205,2023-07-04 18:34:53 UTC,0.0,0.0,0.0
0FBDAYGVD23H9E5JS956Y6KPF5,448,2555205,2023-07-04 18:36:13 UTC,0.0,0.0,0.0
0FBDAZ9E6603TQA4ZR51YBMJP8,407,2555205,2023-07-04 18:37:34 UTC,0.0,0.0,0.0
0FBDB0233QZ900W0NAMFGQHAM1,410,2555205,2023-07-04 18:38:54 UTC,0.0,0.0,0.0
0FBDB0TS47M82XRW4YV1XJA4GF,408,2555205,2023-07-04 18:40:15 UTC,0.0,0.0,0.0
0FBDB1KE3QRTKFBBH4516Y9T0Z,433,2555205,2023-07-04 18:41:36 UTC,0.0,0.0,0.0
0FBDB2C0DBMV57M5ZH576MMAVN,445,2555205,2023-07-04 18:42:57 UTC,0.0,0.0,0.0
0FBDB34K4FS82Y66M9ZYYR3SB9,428,2555205,2023-07-04 18:44:17 UTC,0.0,0.0,0.0
0FBDB3X95KC5W4RX3YPCKK60P6,399,2555205,2023-07-04 18:45:38 UTC,0.0,0.0,0.0
0FBDB4NVBFDNTBT1QM50GN2YVY,401,2555205,2023-07-04 18:46:59 UTC,0.0,0.0,0.0
0FBDB5EE6S7D9WG02CXVT830VA,404,2555205,2023-07-04 18:48:19 UTC,0.0,0.0,0.0
0FBDB6726AW4D4WP2XXG9BM9MY,406,2555205,2023-07-04 18:49:40 UTC,0.0,0.0,0.0
0FBDB6ZPPXMJJYZN0S71TP5CXR,447,2555205,2023-07-04 18:51:01 UTC,0.0,0.0,0.0
0FBDB7R86HST18E6NKDTGR40N1,411,2555205,2023-07-04 18:52:21 UTC,0.0,0.0,0.0
0FBDBXB2NAP6EF27698Q9DGVAT,0,2555205,2023-07-04 19:30:05 UTC,0.0,0.0,0.0
0FBDBY3RTPNA2JCBVTHHY8CJZ2,447,2555205,2023-07-04 19:31:26 UTC,0.0,0.0,0.0
0FBDBYWNJJF13K259FV8Y9P0EB,395,2555205,2023-07-04 19:32:47 UTC,0.0,0.0,0.0
0FBDBZNCV1PKHX2Q7SD3E1Q96Q,413,2555205,2023-07-04 19:34:08 UTC,0.0,0.0,0.0
0FBDC0E0V565P882FN8Y1TB2GN,431,2555205,2023-07-04 19:35:29 UTC,0.0,0.0,0.0
0FBDC16YQ0WT46Y1Y99HS4W253,407,2555205,2023-07-04 19:36:51 UTC,0.0,0.0,0.0
0FBDC1ZJ8SEH1ZTJKD37RKJ221,412,2555205,2023-07-04 19:38:11 UTC,0.0,0.0,0.0
0FBDC2R8GWHSHD22D3VQK2753K,401,2555205,2023-07-04 19:39:32 UTC,0.0,0.0,0.0
0FBDC3H0V5YJPXBF154K4DE3VK,390,2555205,2023-07-04 19:40:53 UTC,0.0,0.0,0.0
0FBDC49QKAY4JP50VDP0P0554S,406,2555205,2023-07-04 19:42:14 UTC,0.0,0.0,0.0
0FBDC52DSDXK1Y5804JT404D07,433,2555205,2023-07-04 19:43:35 UTC,0.0,0.0,0.0
0FBDC5V24MRYZRZTP00Y5RW6GT,434,2555205,2023-07-04 19:44:56 UTC,0.0,0.0,0.0
0FBDC6KVK2GG9Z8D8SKCYDBGW6,448,2555205,2023-07-04 19:46:17 UTC,0.0,0.0,0.0
0FBDC7CGKKRV1PFXBB0TEWWFEH,448,2555205,2023-07-04 19:47:38 UTC,0.0,0.0,0.0
0FBDCTHQYCJZ6JFS53CHPYG803,0,2555205,2023-07-04 20:21:08 UTC,0.0,0.0,0.0
0FBDCVA9SSJNGZBRC2YM8RY1BR,440,2555205,2023-07-04 20:22:28 UTC,0.0,0.0,0.0
0FBDCW2VTNZM1AX7Q5RN7JQQAE,420,2555205,2023-07-04 20:23:48 UTC,0.0,0.0,0.0
0FBDCWVEWQ3P1YQ8TKR4BFCMH4,410,2555205,2023-07-04 20:25:09 UTC,0.0,0.0,0.0
0FBDCXM2CXTDPZWR62FZMSB2SZ,415,2555205,2023-07-04 20:26:30 UTC,0.0,0.0,0.0
0FBDCYCN58XQYT5PHZ1KA5G15E,394,2555205,2023-07-04 20:27:50 UTC,0.0,0.0,0.0
0FBDCZ58XDM8P6HESZPQAVKBRD,444,2555205,2023-07-04 20:29:11 UTC,0.0,0.0,0.0
0FBDCZY7TRJD5G8FP2VQYXXT3P,404,2555205,2023-07-04 20:30:33 UTC,0.0,0.0,0.0
0FBDD0QA8WHBZV3JM7QMFKP3C9,443,2555205,2023-07-04 20:31:55 UTC,0.0,0.0,0.0
0FBDD1FWXAD2WX32VGN3YGMKXS,418,2555205,2023-07-04 20:33:15 UTC,0.0,0.0,0.0
0FBDD28FZP3F2ZHC8YHF1MSRHZ,426,2555205,2023-07-04 20:34:36 UTC,0.0,0.0,0.0
0FBDD313XPYRHY8FB1YMP2A9PC,430,2555205,2023-07-04 20:35:57 UTC,0.0,0.0,0.0
0FBDD3SW0X5V7MWKDM1QTRR5SM,417,2555205,2023-07-04 20:37:18 UTC,0.0,0.0,0.0
0FBDD4JGCP2KCSR24E9MJSXAJ2,401,2555205,2023-07-04 20:38:39 UTC,0.0,0.0,0.0
0FBDE1PSJT6B82ZW5NZMSXHZJ8,0,2555205,2023-07-04 21:29:34 UTC,0.0,0.0,0.0
0FBDE2F8P226S1GPDDHYJW7D7Y,449,2555205,2023-07-04 21:30:54 UTC,0.0,0.0,0.0
0FBDE37TD4C9X4YWNYGCNSHSZR,391,2555205,2023-07-04 21:32:14 UTC,0.0,0.0,0.0
0FBDE40DCYHCZXBY1ZC12K8TRM,409,2555205,2023-07-04 21:33:35 UTC,0.0,0.0,0.0
0FBDE4S0G0A0HQ1KVAHPE33NBJ,415,2555205,2023-07-04 21:34:55 UTC,0.0,0.0,0.0
0FBDE5HHAPGQASWK9QCPEA1CE9,408,2555205,2023-07-04 21:36:16 UTC,0.0,0.0,0.0
0FBDE6A3J71FJHGCQ5A8FNNP84,408,2555205,2023-07-04 21:37:36 UTC,0.0,0.0,0.0
0FBDE72MCN2GGG06VH14ZSYT3D,399,2555205,2023-07-04 21:38:57 UTC,0.0,0.0,0.0
0FBDE7V6DZ4BQ7J0J064F0NMSX,426,2555205,2023-07-04 21:40:17 UTC,0.0,0.0,0.0
0FBDE8KQE0JQTG6ZD7YZXZWRNP,419,2555205,2023-07-04 21:41:37 UTC,0.0,0.0,0.0
0FBDE9CBFT432R8K7GQKKAGXMJ,426,2555205,2023-07-04 21:42:58 UTC,0.0,0.0,0.0
0FBDEA4XWNP51880CDAE44W8CC,416,2555205,2023-07-04 21:44:19 UTC,0.0,0.0,0.0
0FBDEAXFG4AXP22071861715PG,421,2555205,2023-07-04 21:45:39 UTC,0.0,0.0,0.0
0FBDEBP0ZCETH6A162M3JYNXES,396,2555205,2023-07-04 21:47:00 UTC,0.0,0.0,0.0
0FBDECENDWA0X8ZS5M3SS6K5CG,390,2555205,2023-07-04 21:48:20 UTC,0.0,0.0,0.0
0FBDEM1ZM833G4HPZM42ES1X53,0,2555205,2023-07-04 22:01:38 UTC,0.0,0.0,0.0
0FBDEMTKK0MG61VYM8TJ5GX3QQ,418,2555205,2023-07-04 22:02:58 UTC,0.0,0.0,0.0
0FBDENK4QKE1S4X9DEX2J617B0,426,2555205,2023-07-04 22:04:19 UTC,0.0,0.0,0.0
0FBDEPBV0TM99AMJJZEPX466JV,419,2555205,2023-07-04 22:05:40 UTC,0.0,0.0,0.0
0FBDEQ4G4DPT7XJZPY45Z070GN,431,2555205,2023-07-04 22:07:00 UTC,0.0,0.0,0.0
0FBDEQX10FYWZVSTYQEYTXAB5R,393,2555205,2023-07-04 22:08:21 UTC,0.0,0.0,0.0
0FBDERNHNGASSNHF1440S2RSDP,393,2555205,2023-07-04 22:09:41 UTC,0.0,0.0,0.0
0FBDESE4MRQKXC65C7H8VA9HSF,432,2555205,2023-07-04 22:11:02 UTC,0.0,0.0,0.0
0FBDET6RMW1QEZHM0XJ9B5A48E,412,2555205,2023-07-04 22:12:22 UTC,0.0,0.0,0.0
0FBDETZAJT3SC9BSXA8C63GWFS,448,2555205,2023-07-04 22:13:43 UTC,0.0,0.0,0.0
0FBDEVQWZJ4Z758KG6Z3QYGJN6,432,2555205,2023-07-04 22:15:03 UTC,0.0,0.0,0.0
0FBDEWGK2VTVCQ1Q63SBMR8BHJ,420,2555205,2023-07-04 22:16:24 UTC,0.0,0.0,0.0
0FBDEX99GAQ73CF9JCY76QVRWN,414,2555205,2023-07-04 22:17:45 UTC,0.0,0.0,0.0
0FBDEY225XA7ZESND0HDCZSD6M,437,2555205,2023-07-04 22:19:06 UTC,0.0,0.0,0.0
0FBDF3AWDY7JVRK3JTM18KSE1P,0,2555205,2023-07-04 22:28:20 UTC,0.0,0.0,0.0
0FBDF43HQNNB9JW6F86NEK09N2,401,2555205,2023-07-04 22:29:40 UTC,0.0,0.0,0.0
0FBDF4W957GVRTEG0RYECGDF8K,418,2555205,2023-07-04 22:31:02 UTC,0.0,0.0,0.0
0FBDF5MR879ZNNVYQPCW5GSN1V,397,2555205,2023-07-04 22:32:22 UTC,0.0,0.0,0.0
0FBDF6DBVVF5SHWE2S3KMYJ617,439,2555205,2023-07-04 22:33:42 UTC,0.0,0.0,0.0
0FBDF75WTFC5CDJWGRK4WTY214,399,2555205,2023-07-04 22:35:03 UTC,0.0,0.0,0.0
0FBDF7PMW2DA2FJZMQ2ZPA5G18,0,2555205,2023-07-04 22:35:58 UTC,0.0,0.0,0.0
0FBDF8FB7W9HCWPJDDTTPRYF9K,407,2555205,2023-07-04 22:37:19 UTC,0.0,0.0,0.0
0FBDF97X1T5DD2637872PZ54RE,435,2555205,2023-07-04 22:38:39 UTC,0.0,0.0,0.0
0FBDFA0D4Q5M2YRF9167GFEDTF,411,2555205,2023-07-04 22:39:59 UTC,0.0,0.0,0.0
0FBDFAS00KYKSRRG573ZJKS685,412,2555205,2023-07-04 22:41:20 UTC,0.0,0.0,0.0
0FBDFBHJ0EAWW8QZ0P93G4G7VQ,416,2555205,2023-07-04 22:42:40 UTC,0.0,0.0,0.0
0FBDFCA6WN4EKSZ77DM4TZ1MPH,444,2555205,2023-07-04 22:44:01 UTC,0.0,0.0,0.0
0FBDFD2WC5ZX77K9CTTFDTY3JH,431,2555205,2023-07-04 22:45:22 UTC,0.0,0.0,0.0
0FBDFDVG14TR490WSWA75B0ZYY,441,2555205,2023-07-04 22:46:43 UTC,0.0,0.0,0.0
0FBDFEM1Y7YXW9K5FAMH1923A8,447,2555205,2023-07-04 22:48:03 UTC,0.0,0.0,0.0
0FBDFFCKXAMWSNP7TGZ8BSF1KP,421,2555205,2023-07-04 22:49:24 UTC,0.0,0.0,0.0
0FBDFG5F74936ZKKFK6MDAMTZ6,437,2555205,2023-07-04 22:50:45 UTC,0.0,0.0,0.0
0FBDFGY2W5C6ZGRD04GEJK41WG,402,2555205,2023-07-04 22:52:06 UTC,0.0,0.0,0.0
0FBDFHPP48BBBASGGF2RFVT7C4,431,2555205,2023-07-04 22:53:26 UTC,0.0,0.0,0.0
0FBDFJF7AQ8GDFW6PSJPV9XBTY,427,2555205,2023-07-04 22:54:47 UTC,0.0,0.0,0.0
0FBDFK1CYNYR8VV2PNH5KB7PVY,0,2555205,2023-07-04 22:55:46 UTC,0.0,0.0,0.0
0FBDFKSZXC92BCQHBHGFGQTR5Z,427,2555205,2023-07-04 22:57:07 UTC,0.0,0.0,0.0
0FBDFMJS2WDFV5DB2QNH5422A8,437,2555205,2023-07-04 22:58:28 UTC,0.0,0.0,0.0
