id,value,feed_id,created_at,lat,lon,ele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97C153QBFK3533K7X10XCQK;998;2542475;29/06/2023;15:57:51;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97D5ZXVB6Q20KA1WRBHBCRP;998;2542475;29/06/2023;15:59:52;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97MXW34SJNFY7VC0Z9EX3FJ;79.9375;2542475;29/06/2023;16:13:24;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97NHH0SQQPXN9HEWD2E5BPA;90.221924;2542475;29/06/2023;16:14:29;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97P561HAHRDA07HTXK3ME46;79.540771;2542475;29/06/2023;16:15:33;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FB97W92NWZMRDSYNNM02CV4DZ;78.55658;2542475;29/06/2023;16:26:15;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7G24PAGS5MCQ0AC2BA8GGQ;83.492798;2542475;4/07/2023;15:23:11;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7GTKTQNGDK7XFCRAZQVMQJ;82.119507;2542475;4/07/2023;15:24:31;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7HEGYQ2ZF9MPKP56KAY11W;82.256836;2542475;4/07/2023;15:25:36;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7J6YNX5K6M9HMB9667363J;86.819214;2542475;4/07/2023;15:26:56;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7JZDP9J3AG8C34P0H20DA9;82.989258;2542475;4/07/2023;15:28:16;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7KR1758KWXEP214JKQ4J3H;82.46283;2542475;4/07/2023;15:29:37;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7MGK791N4D528FJASDVKSX;82.058472;2542475;4/07/2023;15:30:57;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7N91WWZYTEPA4JB8K8W25G;81.776184;2542475;4/07/2023;15:32:18;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7P1HRM6JXCHV4SH1NTSCV9;82.165283;2542475;4/07/2023;15:33:38;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7PP4TK3YD79K15MMRTGDQZ;80.929321;2542475;4/07/2023;15:34:45;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QH3RY0S33VQW8DMTVZRYP;81.585449;2542475;4/07/2023;15:36:14;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QJ7XT6VQFM546C51EZHE5;81.097168;2542475;4/07/2023;15:36:17;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QKF1W5HDAJBV1DVH4ED9P;81.181091;2542475;4/07/2023;15:36:21;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QMKXGJ78MMPEV799WVB5M;81.310791;2542475;4/07/2023;15:36:25;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QNSYB34291YHSZM8PX5PV;80.860657;2542475;4/07/2023;15:36:29;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QQ15MZEDK9VMG81QAD4VJ;80.639404;2542475;4/07/2023;15:36:33;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7QR6RN953EARDGR0S967VF;80.81488;2542475;4/07/2023;15:36:37;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7RJETHRBX6YZAGZ7H41TWG;80.868286;2542475;4/07/2023;15:38:03;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7SQHCXERNH1EEM78JR1EKM;81.249756;2542475;4/07/2023;15:40:04;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7T9FT5K0W26K5QAT3HWWC2;84.263367;2542475;4/07/2023;15:41:03;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7TXHNNF2AE5YD58YNJFJ5H;81.036133;2542475;4/07/2023;15:42:09;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0FBD7V3DYRSP4C9DJX9Z8YQH0A;81.127686;2542475;4/07/2023;15:42:28;UTC;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
